age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,v_decile_score,priors_count,sex.Female,two_year_recid,race.African.American,race.Asian,race.Caucasian,race.Hispanic,race.Native.American,c_jail_in,c_jail_out,c_offense_date,screening_date,in_custody,out_custody
58,0,1,0,0,1,0,0,0,0,0,1,0,0,0.794686196031678,0.794771353146555,0.794686196031678,0.794771353146555,0.794686196031678,0.794771353146555
30,0,1,0,0,2,0,0,1,1,0,0,0,0,0.784297028016691,0.784297028016691,0.784297028016691,0.784297028016691,0.79715575236311,0.797240909477987
56,0,8,0,0,4,24,0,0,1,0,0,0,0,0.793749467768032,0.794260410457294,0.78404155667206,0.791876011240739,0.793749467768032,0.794260410457294
33,0,1,0,0,2,2,0,0,1,0,0,0,0,0.802350336370604,0.802435493485481,0.802350336370604,0.802435493485481,0.802350336370604,0.802435493485481
25,0,9,1,0,9,9,0,1,0,0,1,0,0,0.800732351187942,0.808226177297113,0.800732351187942,0.800817508302819,0.849271906667802,0.849442220897556
47,0,7,0,0,2,15,0,0,1,0,0,0,0,0.792727582389509,0.797837009282126,0.792727582389509,0.797837009282126,0.792727582389509,0.797837009282126
32,0,7,0,0,4,6,0,1,1,0,0,0,0,0.806437877884697,0.806778506344205,0.806437877884697,0.806523034999574,0.806437877884697,0.806778506344205
25,0,4,0,0,5,1,0,1,1,0,0,0,0,0.782508728604275,0.782593885719152,0.782508728604275,0.782593885719152,0.78821425530103,0.788554883760538
20,0,4,0,0,6,0,1,0,1,0,0,0,0,0.816060631865792,0.816145788980669,0.816060631865792,0.816145788980669,0.816060631865792,0.816145788980669
49,0,1,0,0,2,0,1,0,1,0,0,0,0,0.782764199948906,0.782849357063783,0.782764199948906,0.782764199948906,0.782764199948906,0.782849357063783
22,0,3,0,0,5,1,0,0,1,0,0,0,0,0.802861279059865,0.802946436174742,0.802861279059865,0.803201907519373,0.802861279059865,0.802946436174742
24,0,3,0,0,4,0,0,0,1,0,0,0,0,0.808822277101252,0.808907434216129,0.808822277101252,0.808907434216129,0.808822277101252,0.808907434216129
20,1,10,0,0,9,1,1,1,1,0,0,0,0,0.862471259473729,0.863493144852252,0.816912203014562,0.821340372988163,0.862471259473729,0.863493144852252
29,0,2,0,0,2,1,0,1,1,0,0,0,0,0.82534275738738,0.825513071617134,0.82534275738738,0.82534275738738,0.827216213914673,0.827216213914673
22,0,6,0,0,5,0,0,0,0,0,1,0,0,0.787618155496892,0.787703312611769,0.787618155496892,0.787703312611769,0.80635272076982,0.807374606148344
26,0,5,0,0,4,3,1,0,1,0,0,0,0,0.792301796815124,0.792386953930001,0.792301796815124,0.792386953930001,0.792301796815124,0.792386953930001
21,0,7,0,0,7,0,0,1,1,0,0,0,0,0.807459763263221,0.807715234607851,0.807459763263221,0.807544920378098,0.812994975730222,0.813250447074853
22,0,8,0,1,8,0,0,1,1,0,0,0,0,0.825427914502257,0.825513071617134,0.825427914502257,0.825513071617134,0.854296176445542,0.855318061824065
24,0,4,0,0,6,1,0,1,0,0,0,0,0,0.794004939112663,0.794430724687048,0.794004939112663,0.79409009622754,0.794004939112663,0.794430724687048
64,0,7,0,0,1,20,0,0,1,0,0,0,0,0.812824661500468,0.812994975730222,0.812824661500468,0.812909818615345,0.812824661500468,0.812994975730222
22,0,4,0,0,5,0,1,0,1,0,0,0,0,0.796815123903602,0.797326066592864,0.796815123903602,0.797411223707741,0.796815123903602,0.797326066592864
20,0,4,0,2,7,0,0,0,0,0,1,0,0,0.812994975730222,0.812994975730222,0.812909818615345,0.813250447074853,0.812994975730222,0.812994975730222
29,0,5,0,0,4,0,0,1,0,0,0,1,0,0.782423571489398,0.783019671293537,0.782423571489398,0.782508728604275,0.782423571489398,0.783019671293537
25,0,2,0,0,3,2,0,0,0,0,0,0,0,0.810440262283914,0.810440262283914,0.810355105169037,0.810440262283914,0.852933662607511,0.853018819722388
32,0,2,0,0,1,0,1,0,1,0,0,0,0,0.816316103210423,0.8164012603253,0.816316103210423,0.8164012603253,0.816316103210423,0.8164012603253
44,0,1,0,0,1,1,1,0,0,0,1,0,0,0.801669079451588,0.801754236566465,0.801669079451588,0.801924550796219,0.806778506344205,0.806863663459082
41,0,4,0,0,2,8,0,0,1,0,0,0,0,0.7879587839564,0.788129098186153,0.7879587839564,0.788043941071277,0.878991739759857,0.878991739759857
27,0,5,0,0,6,2,0,1,1,0,0,0,0,0.794515881801925,0.795111981606063,0.794515881801925,0.794515881801925,0.819126288001363,0.824916971812995
32,0,1,0,0,1,0,0,1,1,0,0,0,0,0.816827045899685,0.816912203014562,0.816827045899685,0.816912203014562,0.816827045899685,0.816912203014562
23,0,2,0,0,3,1,0,0,1,0,0,0,0,0.810184790939283,0.810184790939283,0.810184790939283,0.814016861108746,0.833773311760198,0.833943625989951
34,0,3,0,0,2,2,0,0,0,0,0,1,0,0.792216639700247,0.792216639700247,0.792216639700247,0.792216639700247,0.875585455164779,0.875755769394533
33,0,5,0,0,3,3,0,0,0,0,1,0,0,0.795452610065571,0.798944051775526,0.795367452950694,0.799029208890403,0.803712850208635,0.815549689176531
33,0,1,0,0,2,0,0,0,0,0,1,0,0,0.818104402622839,0.818700502426978,0.818104402622839,0.818189559737716,0.818104402622839,0.818700502426978
37,0,1,0,0,1,1,0,0,0,0,0,1,0,0.805501149621051,0.805586306735928,0.805501149621051,0.805586306735928,0.805501149621051,0.805586306735928
30,0,4,0,0,3,1,1,0,1,0,0,0,0,0.785063442050583,0.785233756280337,0.785063442050583,0.78514859916546,0.785063442050583,0.785233756280337
30,0,3,0,0,2,1,1,0,0,0,1,0,0,0.785318913395214,0.785318913395214,0.785318913395214,0.788980669334923,0.785318913395214,0.785318913395214
46,0,8,0,0,3,7,1,0,1,0,0,0,0,0.788810355105169,0.790428340287831,0.788810355105169,0.788895512220046,0.788810355105169,0.790428340287831
62,0,1,0,0,1,3,0,0,0,0,1,0,0,0.791365068551477,0.791450225666354,0.791365068551477,0.791450225666354,0.791365068551477,0.791450225666354
36,0,7,0,0,4,0,0,1,0,0,1,0,0,0.833092054841182,0.833602997530444,0.833092054841182,0.833177211956059,0.833688154645321,0.833773311760198
38,0,1,0,0,1,0,0,0,0,1,0,0,0,0.786255641658861,0.786340798773738,0.786255641658861,0.786340798773738,0.786255641658861,0.786340798773738
29,0,7,0,0,5,5,0,1,1,0,0,0,0,0.782508728604275,0.78293451417866,0.782508728604275,0.782593885719152,0.782508728604275,0.78293451417866
52,0,1,0,0,1,0,0,1,1,0,0,0,0,0.791535382781231,0.791535382781231,0.791450225666354,0.791535382781231,0.791535382781231,0.791535382781231
29,0,10,0,0,8,5,0,0,1,0,0,0,0,0.79323852507877,0.793408839308524,0.79323852507877,0.793323682193647,0.79323852507877,0.793408839308524
24,0,6,0,0,5,2,1,0,1,0,0,0,0,0.783871242442306,0.786511113003491,0.783871242442306,0.783871242442306,0.814102018223623,0.814102018223623
30,0,2,0,0,3,0,0,1,0,0,1,0,0,0.81026994805416,0.810355105169037,0.810184790939283,0.81026994805416,0.81026994805416,0.810355105169037
41,0,2,0,0,1,0,0,0,0,0,1,0,0,0.786425955888615,0.786425955888615,0.786340798773738,0.786425955888615,0.786425955888615,0.786425955888615
25,0,9,0,0,9,1,0,0,0,0,1,0,0,0.785574384739845,0.790598654517585,0.785574384739845,0.785574384739845,0.799540151579665,0.80022140849868
27,0,4,0,0,2,0,0,1,0,0,1,0,0,0.807970705952482,0.807970705952482,0.807970705952482,0.807970705952482,0.807970705952482,0.807970705952482
39,0,4,0,2,3,10,1,1,0,0,0,1,0,0.814272332453376,0.814357489568253,0.814272332453376,0.814357489568253,0.882568338584689,0.882653495699566
25,0,10,1,1,6,10,0,1,1,0,0,0,0,0.840415566720599,0.841096823639615,0.840415566720599,0.840756195180107,0.852337562803372,0.852422719918249
35,0,4,0,0,2,1,1,0,0,0,1,0,0,0.782338414374521,0.782423571489398,0.782338414374521,0.782423571489398,0.782338414374521,0.782423571489398
69,0,1,0,0,1,0,0,0,0,0,0,0,0,0.805671463850805,0.805756620965682,0.805671463850805,0.805756620965682,0.805671463850805,0.805756620965682
21,0,5,0,0,6,0,0,0,0,0,0,1,0,0.798688580430895,0.798773737545772,0.798688580430895,0.798944051775526,0.798688580430895,0.798773737545772
38,0,8,0,0,6,0,0,0,1,0,0,0,0,0.784467342246445,0.784893127820829,0.784467342246445,0.784552499361322,0.784467342246445,0.784893127820829
31,0,8,0,0,4,10,0,0,0,0,1,0,0,0.808566805756621,0.808566805756621,0.739163757131908,0.792812739504386,0.808566805756621,0.808566805756621
34,0,6,0,0,6,5,0,0,1,0,0,0,0,0.788469726645661,0.788640040875415,0.788469726645661,0.789576769139062,0.788469726645661,0.788640040875415
52,0,1,0,0,1,0,0,0,0,0,1,0,0,0.811547304777314,0.811632461892191,0.811547304777314,0.811632461892191,0.811547304777314,0.811632461892191
28,0,5,0,0,3,5,0,1,1,0,0,0,0,0.786255641658861,0.786340798773738,0.786255641658861,0.786340798773738,0.82755684237418,0.827641999489057
27,0,3,0,0,3,0,1,0,0,0,1,0,0,0.786255641658861,0.786340798773738,0.786255641658861,0.786255641658861,0.786255641658861,0.786340798773738
49,0,6,0,0,3,7,0,1,0,0,0,0,0,0.807544920378098,0.808651962871498,0.807459763263221,0.807544920378098,0.839989781146215,0.840074938261092
40,0,2,0,0,1,0,0,0,0,0,1,0,0,0.801158136762327,0.801158136762327,0.80107297964745,0.801158136762327,0.801158136762327,0.801158136762327
34,0,2,0,0,3,0,0,0,0,0,0,1,0,0.790854125862216,0.790939282977093,0.790854125862216,0.790939282977093,0.790854125862216,0.790939282977093
29,0,1,0,0,1,0,0,0,0,0,0,1,0,0.819722387805501,0.819807544920378,0.819722387805501,0.819807544920378,0.819722387805501,0.819807544920378
35,0,10,0,0,5,0,0,1,0,0,1,0,0,0.840074938261092,0.841437452099123,0.840074938261092,0.840160095375969,0.840074938261092,0.841437452099123
44,0,4,0,0,1,2,0,0,0,0,1,0,0,0.815464532061654,0.815464532061654,0.815379374946777,0.815634846291408,0.815464532061654,0.815464532061654
38,0,10,0,0,8,17,0,0,0,0,1,0,0,0.801754236566465,0.817082517244316,0.801754236566465,0.801839393681342,0.801754236566465,0.817082517244316
44,0,3,0,0,3,2,0,1,0,0,1,0,0,0.800902665417696,0.80107297964745,0.800902665417696,0.800987822532573,0.811632461892191,0.812398875926084
52,0,2,0,0,2,0,1,1,0,0,1,0,0,0.838116324618922,0.848164864174402,0.838116324618922,0.838201481733799,0.868517414629992,0.871327599420932
35,0,8,0,0,7,12,0,1,1,0,0,0,0,0.782593885719152,0.782679042834029,0.782593885719152,0.782679042834029,0.815209060717023,0.8152942178319
29,0,1,0,0,2,0,0,0,0,0,1,0,0,0.813080132845099,0.813165289959976,0.813080132845099,0.813080132845099,0.813080132845099,0.813165289959976
23,0,5,0,0,8,2,0,1,1,0,0,0,0,0.832666269266797,0.834624882908967,0.832666269266797,0.832751426381674,0.85770246104062,0.857787618155497
58,0,1,0,0,1,0,1,0,0,0,0,0,0,0.818870816656732,0.818955973771609,0.818870816656732,0.818955973771609,0.818870816656732,0.818955973771609
20,0,2,0,2,5,1,0,1,0,0,1,0,0,0.813931703993869,0.814102018223623,0.813931703993869,0.814016861108746,0.828749041982458,0.829089670441965
21,0,5,0,0,7,0,0,1,1,0,0,0,0,0.801669079451588,0.80524567827642,0.801669079451588,0.801754236566465,0.801669079451588,0.80524567827642
23,0,7,0,0,8,0,0,0,1,0,0,0,0,0.801158136762327,0.80132845099208,0.801158136762327,0.801243293877203,0.813420761304607,0.82644979988078
25,0,9,13,1,9,21,0,1,1,0,0,0,0,0.788384569530784,0.798433109086264,0.788384569530784,0.788384569530784,0.810014476709529,0.818870816656732
30,0,3,0,0,2,0,1,0,1,0,0,0,0,0.815975474750915,0.815975474750915,0.815890317636038,0.815975474750915,0.815975474750915,0.815975474750915
47,0,1,0,0,1,1,0,0,0,0,1,0,0,0.8152942178319,0.815379374946777,0.8152942178319,0.815379374946777,0.8152942178319,0.815379374946777
30,0,4,0,0,2,4,0,0,0,0,1,0,0,0.79519713872094,0.795537767180448,0.79519713872094,0.797326066592864,0.808141020182236,0.808737119986375
39,0,2,0,0,1,1,0,1,1,0,0,0,0,0.787362684152261,0.787447841267138,0.787362684152261,0.787447841267138,0.787362684152261,0.787447841267138
30,0,2,0,0,2,2,0,1,0,0,0,1,0,0.790854125862216,0.791365068551477,0.790854125862216,0.790939282977093,0.790854125862216,0.791365068551477
26,0,9,0,0,3,2,0,1,0,0,1,0,0,0.83564676828749,0.835731925402367,0.83564676828749,0.835731925402367,0.842714808822277,0.842799965937154
23,0,7,0,1,4,1,0,0,1,0,0,0,0,0.813676232649238,0.813761389764115,0.760367878736268,0.813761389764115,0.813676232649238,0.813761389764115
38,0,2,0,0,1,3,0,1,1,0,0,0,0,0.783019671293537,0.783360299753044,0.78293451417866,0.783019671293537,0.783019671293537,0.783360299753044
22,0,9,1,0,6,3,1,0,1,0,0,0,0,0.807800391722728,0.807885548837605,0.807800391722728,0.807970705952482,0.807800391722728,0.807885548837605
31,0,3,0,0,2,6,0,1,0,0,1,0,0,0.79323852507877,0.79323852507877,0.79323852507877,0.79323852507877,0.79323852507877,0.79323852507877
30,0,10,3,2,9,10,1,1,1,0,0,0,0,0.813676232649238,0.813676232649238,0.813676232649238,0.813676232649238,0.856425104317466,1
56,0,5,0,0,1,7,0,0,0,0,1,0,0,0.8175083028187,0.818274716852593,0.8175083028187,0.820744273184025,0.8175083028187,0.818274716852593
67,0,1,0,0,1,2,0,0,0,0,0,1,0,0.810014476709529,0.81835987396747,0.789321297794431,0.804308950012774,0.810014476709529,0.81835987396747
35,0,7,0,0,3,0,0,1,1,0,0,0,0,0.807715234607851,0.807800391722728,0.807715234607851,0.807800391722728,0.808055863067359,0.808141020182236
22,0,9,0,0,7,0,1,0,0,0,1,0,0,0.78710721280763,0.787192369922507,0.78710721280763,0.787192369922507,0.78710721280763,0.787192369922507
22,0,3,0,0,5,0,0,1,1,0,0,0,0,0.803372221749127,0.803457378864004,0.803372221749127,0.803712850208635,0.817423145703824,0.8175083028187
31,0,3,0,0,3,8,0,1,0,0,0,1,0,0.787277527037384,0.788384569530784,0.787277527037384,0.787362684152261,0.787277527037384,0.788384569530784
65,0,1,0,0,1,1,1,1,0,0,1,0,0,0.813761389764115,0.813846546878992,0.813761389764115,0.813846546878992,0.832410797922166,0.832410797922166
31,0,5,0,0,2,0,1,1,1,0,0,0,0,0.793068210849016,0.793068210849016,0.792983053734139,0.793068210849016,0.793068210849016,0.793068210849016
24,0,8,0,0,7,3,0,1,0,0,0,0,0,0.822447415481564,0.822702886826194,0.822447415481564,0.82253257259644,0.822447415481564,0.822702886826194
30,0,6,1,0,2,4,1,0,1,0,0,0,0,0.78600017031423,0.786170484543984,0.78600017031423,0.786085327429107,0.809844162479775,0.812484033040961
35,0,2,0,0,1,0,1,0,0,0,0,1,0,0.786085327429107,0.786085327429107,0.786085327429107,0.786085327429107,0.786085327429107,0.786085327429107
24,0,2,0,0,3,1,0,0,0,0,1,0,0,0.804223792897897,0.804479264242527,0.804223792897897,0.804905049816912,0.804223792897897,0.804479264242527
22,0,3,0,0,4,2,0,1,0,0,1,0,0,0.840330409605723,0.840415566720599,0.840330409605723,0.840415566720599,0.867069743677084,0.870646342501916
31,0,6,0,0,3,0,0,0,1,0,0,0,0,0.810014476709529,0.810184790939283,0.810014476709529,0.810099633824406,0.817423145703824,0.821340372988163
24,0,2,0,0,5,1,0,1,1,0,0,0,0,0.822021629907179,0.822106787022056,0.821936472792302,0.822106787022056,0.844928893809078,0.845014050923955
33,0,10,0,0,6,0,0,0,1,0,0,0,0,0.787618155496892,0.799710465809418,0.787618155496892,0.787703312611769,0.787618155496892,0.799710465809418
45,0,3,0,0,1,0,0,0,0,0,0,0,0,0.786425955888615,0.786511113003491,0.786425955888615,0.786511113003491,0.786425955888615,0.786511113003491
48,0,1,0,0,1,0,0,0,0,0,0,1,0,0.804223792897897,0.804223792897897,0.80413863578302,0.804308950012774,0.804223792897897,0.804223792897897
62,0,1,0,0,1,0,0,0,0,0,1,0,0,0.789747083368815,0.789832240483692,0.789747083368815,0.789832240483692,0.789747083368815,0.789832240483692
50,0,1,0,0,1,0,0,1,0,0,1,0,0,0.815634846291408,0.818700502426978,0.815634846291408,0.815634846291408,0.820573958954271,0.827301371029549
28,0,10,2,0,10,21,0,0,1,0,0,0,0,0.783360299753044,0.783445456867921,0.783360299753044,0.783445456867921,0.850378949161202,0.859405603338159
48,0,2,0,0,1,4,0,0,0,0,0,0,0,0.788725197990292,0.788810355105169,0.788725197990292,0.788810355105169,0.788725197990292,0.788810355105169
25,0,4,0,0,4,1,0,0,1,0,0,0,0,0.807033977688836,0.807119134803713,0.806948820573959,0.813846546878992,0.84458826534957,0.845184365153709
20,0,8,1,0,10,1,0,1,1,0,0,0,0,0.802009707911096,0.802009707911096,0.801924550796219,0.802009707911096,0.831388912543643,1
46,1,9,0,1,7,9,0,1,1,0,0,0,0,0.782764199948906,0.792642425274632,0.782764199948906,0.782849357063783,0.795963552754833,0.802265179255727
21,0,8,0,1,7,0,0,1,1,0,0,0,0,0.8152942178319,0.815890317636038,0.815209060717023,0.8152942178319,0.841181980754492,0.841267137869369
21,0,8,1,1,8,3,0,1,1,0,0,0,0,0.806097249425189,0.807630077492975,0.806097249425189,0.806097249425189,0.829430298901473,0.850464106276079
29,0,4,0,0,2,1,0,0,0,0,1,0,0,0.7879587839564,0.789150983564677,0.7879587839564,0.788043941071277,0.7879587839564,0.789150983564677
46,0,4,0,0,1,4,0,0,0,0,1,0,0,0.813676232649238,0.813761389764115,0.813676232649238,0.813676232649238,0.813676232649238,0.813761389764115
24,0,4,0,0,5,0,0,0,1,0,0,0,0,0.782849357063783,0.78293451417866,0.782849357063783,0.782849357063783,0.782849357063783,0.78293451417866
57,0,4,0,0,2,8,0,1,1,0,0,0,0,0.839223367112322,0.839223367112322,0.839138209997445,0.839223367112322,0.839223367112322,0.839223367112322
23,0,9,1,0,6,4,0,1,1,0,0,0,0,0.818615345312101,0.830877969854381,0.818615345312101,0.818700502426978,0.841011666524738,0.854721962019927
29,0,8,0,0,4,5,0,0,1,0,0,0,0,0.786851741462999,0.786936898577876,0.786851741462999,0.786851741462999,0.803116750404496,0.807800391722728
56,0,2,0,0,1,10,0,1,0,0,0,1,0,0.813591075534361,0.814698118027761,0.813591075534361,0.813676232649238,0.813591075534361,0.814698118027761
33,0,6,0,0,3,1,1,1,0,0,1,0,0,0.806437877884697,0.806778506344205,0.806437877884697,0.806863663459082,0.814187175338499,0.814187175338499
27,0,4,0,0,4,0,0,1,0,0,0,0,0,0.832410797922166,0.832495955037043,0.832410797922166,0.832495955037043,0.836583496551137,0.836668653666014
31,0,2,0,0,1,1,0,0,0,0,0,1,0,0.793408839308524,0.793664310653155,0.793408839308524,0.799795622924295,0.793408839308524,0.793664310653155
40,0,8,0,0,5,3,0,1,1,0,0,0,0,0.820999744528655,0.821084901643532,0.820999744528655,0.821084901643532,0.821851315677425,0.822021629907179
48,0,1,0,0,1,0,0,0,0,0,0,0,0,0.801839393681342,0.801924550796219,0.801839393681342,0.801924550796219,0.801839393681342,0.801924550796219
24,0,4,0,0,4,1,0,0,1,0,0,0,0,0.805586306735928,0.805671463850805,0.805586306735928,0.805671463850805,0.805586306735928,0.805671463850805
19,0,7,1,0,8,2,0,1,1,0,0,0,0,0.833943625989951,0.834028783104828,0.833943625989951,0.834454568679213,0.872690113258963,0.872690113258963
23,0,9,0,0,8,6,0,1,1,0,0,0,0,0.8164012603253,0.816486417440177,0.8164012603253,0.816486417440177,0.862130631014221,0.868091629055608
39,6,7,1,0,5,17,0,1,0,0,1,0,0,0.787703312611769,0.803116750404496,0.787703312611769,0.787788469726646,0.787703312611769,0.803116750404496
42,0,8,0,0,8,6,0,1,1,0,0,0,0,0.784807970705952,0.784893127820829,0.784807970705952,0.784893127820829,0.814698118027761,0.8152942178319
42,0,6,0,0,4,9,0,1,1,0,0,0,0,0.786340798773738,0.786340798773738,0.786340798773738,0.786340798773738,0.834624882908967,0.834624882908967
26,0,4,0,0,4,1,0,1,0,0,1,0,0,0.822191944136933,0.822958358170825,0.822191944136933,0.822191944136933,0.823469300860087,0.823809929319595
27,0,1,0,0,2,1,0,0,0,0,1,0,0,0.80916290556076,0.809248062675637,0.809077748445883,0.80916290556076,0.80916290556076,0.809248062675637
33,0,8,0,0,9,2,0,1,1,0,0,0,0,0.821681001447671,0.821681001447671,0.821595844332794,0.821681001447671,0.821681001447671,0.821681001447671
23,0,2,0,0,4,0,0,1,1,0,0,0,0,0.800732351187942,0.800817508302819,0.800732351187942,0.800817508302819,0.877544068806949,0.877629225921826
29,0,1,0,0,2,0,0,0,0,0,1,0,0,0.790513497402708,0.790598654517585,0.790513497402708,0.790598654517585,0.790513497402708,0.790598654517585
27,0,8,0,0,9,6,0,1,1,0,0,0,0,0.815379374946777,0.81835987396747,0.815379374946777,0.815464532061654,0.815379374946777,0.81835987396747
59,0,4,0,0,2,8,0,0,1,0,0,0,0,0.790768968747339,0.791194754321724,0.790768968747339,0.790854125862216,0.817593459933577,0.818445031082347
21,0,4,0,0,7,1,0,1,0,0,1,0,0,0.811717619007068,0.811802776121945,0.811717619007068,0.811802776121945,0.82644979988078,0.826534956995657
43,0,5,0,0,1,4,0,0,0,0,1,0,0,0.790343183172954,0.794430724687048,0.790343183172954,0.790428340287831,0.790343183172954,0.794430724687048
24,0,9,0,1,4,2,1,0,0,0,1,0,0,0.813931703993869,0.813931703993869,0.813846546878992,0.814102018223623,0.813931703993869,0.813931703993869
23,0,9,0,1,9,0,0,1,0,0,1,0,0,0.782508728604275,0.784126713786937,0.782423571489398,0.782508728604275,0.782508728604275,0.784126713786937
23,0,7,0,0,6,0,1,0,1,0,0,0,0,0.807885548837605,0.808055863067359,0.807885548837605,0.807970705952482,0.807885548837605,0.808055863067359
26,0,2,0,0,2,0,1,0,0,0,1,0,0,0.798177637741633,0.798177637741633,0.798092480626756,0.798347951971387,0.798177637741633,0.798177637741633
21,0,4,0,0,6,0,0,0,1,0,0,0,0,0.800817508302819,0.800902665417696,0.800817508302819,0.800817508302819,0.800817508302819,0.800902665417696
30,0,3,1,1,3,3,0,0,0,0,1,0,0,0.787618155496892,0.793153367963893,0.787618155496892,0.787703312611769,0.787618155496892,0.793153367963893
44,0,4,0,0,1,0,0,0,0,0,1,0,0,0.80328706463425,0.804308950012774,0.803201907519373,0.80328706463425,0.80328706463425,0.804308950012774
21,0,7,0,0,8,1,0,1,1,0,0,0,0,0.805160521161543,0.806948820573959,0.805075364046666,0.806948820573959,0.834880354253598,0.836753810780891
23,0,4,0,0,5,0,0,0,1,0,0,0,0,0.78600017031423,0.786170484543984,0.78600017031423,0.786085327429107,0.78600017031423,0.786170484543984
49,0,1,0,0,1,1,1,0,1,0,0,0,0,0.816230946095546,0.816316103210423,0.816230946095546,0.816316103210423,0.816230946095546,0.816316103210423
37,0,6,0,0,2,7,1,1,0,0,1,0,0,0.79911436600528,0.799710465809418,0.79911436600528,0.801669079451588,0.804649578472281,0.817678617048454
42,0,4,0,0,5,2,0,0,0,0,1,0,0,0.802520650600358,0.806012092310313,0.802520650600358,0.806182406540066,0.802520650600358,0.806012092310313
23,0,6,2,0,8,7,0,1,0,0,0,0,0,0.790513497402708,0.7912799114366,0.790428340287831,0.790513497402708,0.799795622924295,0.800306565613557
24,0,6,0,0,4,2,1,1,1,0,0,0,0,0.832155326577536,0.832240483692413,0.832155326577536,0.832240483692413,0.832155326577536,0.832240483692413
31,0,7,0,0,6,0,0,0,0,0,1,0,0,0.815209060717023,0.815209060717023,0.815123903602146,0.815209060717023,0.815209060717023,0.815209060717023
24,1,10,0,0,9,2,0,1,1,0,0,0,0,0.793068210849016,0.836157710976752,0.793068210849016,0.793153367963893,0.793068210849016,0.836157710976752
26,0,2,0,0,3,3,0,0,0,0,1,0,0,0.792897896619263,0.792983053734139,0.792897896619263,0.803372221749127,0.792897896619263,0.792983053734139
38,0,6,0,0,4,1,1,1,0,0,1,0,0,0.785659541854722,0.785744698969599,0.785659541854722,0.785744698969599,0.830963126969258,0.833858468875075
38,0,4,0,0,1,0,1,0,1,0,0,0,0,0.820233330494763,0.82031848760964,0.820233330494763,0.82031848760964,0.820233330494763,0.82031848760964
27,0,9,0,0,6,7,0,1,1,0,0,0,0,0.821851315677425,0.822191944136933,0.821851315677425,0.821936472792302,0.826279485651026,0.826364642765903
28,0,5,0,0,7,5,0,1,1,0,0,0,0,0.793493996423401,0.797922166397002,0.793493996423401,0.793579153538278,0.793493996423401,0.797922166397002
50,0,7,0,0,2,26,0,1,0,0,1,0,0,0.826875585455165,0.826960742570042,0.833347526185813,0.834710040023844,0.848079707059525,0.867495529251469
20,0,9,1,0,7,2,0,1,1,0,0,0,0,0.809588691135144,0.809673848250021,0.809588691135144,0.810951204973176,0.858724346419143,0.861790002554713
33,1,7,0,0,9,9,0,1,0,0,0,0,1,0.810780890743422,0.815379374946777,0.795622924295325,0.804649578472281,0.810780890743422,0.815379374946777
57,0,1,0,0,1,0,1,0,1,0,0,0,0,0.783019671293537,0.789661926253938,0.783019671293537,0.783104828408414,0.783019671293537,0.789661926253938
31,0,3,0,0,2,3,0,1,1,0,0,0,0,0.804564421357404,0.805926935195436,0.804564421357404,0.804649578472281,0.823724772204718,0.823809929319595
25,0,4,0,0,3,0,1,0,0,0,1,0,0,0.809588691135144,0.809673848250021,0.809588691135144,0.809673848250021,0.871242442306055,0.871668227880439
40,0,1,0,0,1,1,0,0,1,0,0,0,0,0.803798007323512,0.803968321553266,0.803798007323512,0.803883164438389,0.803798007323512,0.803968321553266
20,0,5,0,0,7,0,0,1,1,0,0,0,0,0.825257600272503,0.825427914502257,0.825257600272503,0.82534275738738,0.825257600272503,0.825427914502257
27,0,9,0,1,10,18,0,1,0,0,1,0,0,0.838882738652814,0.854125862215788,0.838882738652814,0.838967895767691,0.838882738652814,0.854125862215788
21,0,7,0,0,7,0,0,1,0,0,1,0,0,0.814698118027761,0.814783275142638,0.814698118027761,0.814783275142638,0.845524993613216,0.847994549944648
25,0,1,0,0,2,0,0,1,1,0,0,0,0,0.816571574555054,0.816656731669931,0.816571574555054,0.816656731669931,0.816571574555054,0.816656731669931
50,0,3,0,0,1,4,1,0,1,0,0,0,0,0.811121519202929,0.81222856169633,0.811036362088052,0.811206676317806,0.846121093417355,0.854977433364558
23,0,6,0,0,4,1,1,0,0,0,1,0,0,0.820573958954271,0.820659116069148,0.820573958954271,0.820573958954271,0.820573958954271,0.820659116069148
27,1,4,0,0,5,2,0,1,1,0,0,0,0,0.798433109086264,0.800476879843311,0.77816571574555,0.784382185131568,0.798433109086264,0.800476879843311
29,0,8,0,0,7,5,0,1,1,0,0,0,0,0.805841778080559,0.805841778080559,0.805756620965682,0.805841778080559,0.857446989695989,0.857532146810866
38,0,1,0,0,1,1,0,0,1,0,0,0,0,0.80720429191859,0.807544920378098,0.80720429191859,0.807289449033467,0.80720429191859,0.807544920378098
41,0,3,0,0,1,0,1,0,0,0,1,0,0,0.79323852507877,0.793323682193647,0.79323852507877,0.793323682193647,0.79323852507877,0.793323682193647
26,0,7,0,1,5,9,0,1,0,0,0,1,0,0.813846546878992,0.813931703993869,0.813846546878992,0.813846546878992,0.836413182321383,0.837435067699906
27,0,2,0,0,4,3,0,0,1,0,0,0,0,0.818445031082347,0.818530188197224,0.787447841267138,0.818530188197224,0.818445031082347,0.818530188197224
37,0,1,0,0,1,3,0,1,0,0,0,1,0,0.789917397598569,0.790087711828323,0.789917397598569,0.790002554713446,0.789917397598569,0.790087711828323
