age,decile1,decile3,fam_inc,lsat,ugpa,gender.female,race1.asian,race1.black,race1.hisp,race1.other,cluster.1,cluster.2,cluster.3,cluster.4,cluster.5,fulltime.1,has.passed.bar.exam
60,2,3,4,30.5,2.4,0,0,0,0,0,0,0,1,0,0,1,0
60,10,10,4,29,3.7,0,0,0,0,0,0,1,0,0,0,1,1
60,2,5,4,33,2.9,1,0,0,0,0,0,1,0,0,0,1,1
63,3,1,4,34,3.5,1,0,0,0,0,1,0,0,0,0,1,1
44,9,9,4,34,3.6,0,0,0,0,0,0,0,0,1,0,1,1
63,4,2,4,37,3.1,1,0,0,0,0,0,0,1,0,0,1,1
66,4,4,4,41,2.8,0,0,0,0,0,0,0,0,1,0,1,1
61,9,9,4,46,3.4,0,0,0,0,0,1,0,0,0,0,1,1
61,5,4,4,34,3.1,0,0,0,1,0,0,0,1,0,0,1,1
59,6,4,2,31,3,0,1,0,0,0,0,0,0,1,0,1,0
62,4,3,3,46,3.4,1,0,0,0,0,0,0,0,0,1,1,1
63,10,10,3,37,3.6,0,0,0,0,0,0,0,1,0,0,1,1
61,5,3,4,25.5,2.8,0,0,0,0,0,0,0,1,0,0,1,1
58,9,9,2,32,3,0,0,0,0,0,0,1,0,0,0,1,1
60,5,6,2,40,3.9,1,0,0,0,0,0,0,0,1,0,1,1
67,5,3,3,40,2.8,0,0,0,0,0,0,0,1,0,0,1,1
61,7,6,4,34,3.3,0,0,0,0,0,0,0,0,1,0,1,1
52,10,10,4,35,3.4,0,0,0,0,0,0,0,1,0,0,1,1
52,4,2,3,34,3.7,0,0,0,0,0,0,0,1,0,0,1,1
62,10,10,2,38,3.7,1,0,0,0,0,0,0,1,0,0,1,1
46,10,10,2,39,2.9,1,0,0,0,0,0,0,1,0,0,0,1
59,8,7,3,39,3.2,1,0,0,0,0,0,0,1,0,0,1,1
62,5,6,4,46,3.1,0,0,0,0,0,1,0,0,0,0,1,1
58,9,10,3,38,3.3,1,0,0,0,0,0,0,1,0,0,1,1
62,6,4,3,40,3.2,1,0,0,0,0,1,0,0,0,0,1,1
49,4,6,3,38,3.3,1,0,0,0,0,1,0,0,0,0,1,1
62,6,7,3,37,3.8,0,0,0,0,0,0,0,0,1,0,1,1
54,8,8,3,37,3.1,0,0,0,0,0,0,0,1,0,0,1,1
62,5,5,4,47,3.9,1,0,0,0,0,0,0,0,0,1,1,1
61,9,7,3,40,3.2,0,0,0,0,0,1,0,0,0,0,1,1
62,4,6,4,43,3.2,0,0,0,0,0,1,0,0,0,0,1,1
53,3,1,3,35,3,1,0,0,0,0,0,0,0,1,0,0,1
61,2,4,3,32,2.4,0,1,0,0,0,0,0,1,0,0,1,1
62,3,5,4,40,3.9,1,0,0,0,0,1,0,0,0,0,1,1
52,1,3,3,29,2.9,0,1,0,0,0,0,0,0,1,0,1,1
61,5,3,4,28,2.8,0,0,0,0,0,0,0,0,0,0,1,1
60,6,6,4,39,3.5,1,0,0,0,0,1,0,0,0,0,1,1
66,9,7,4,32,3.1,1,0,0,0,0,1,0,0,0,0,1,1
62,7,8,3,44,3.6,0,0,0,0,0,1,0,0,0,0,1,1
61,2,7,3,37,3,1,0,0,0,0,0,0,1,0,0,0,1
61,10,10,3,47,3.7,0,0,0,0,0,1,0,0,0,0,1,1
59,3,2,4,35,3,0,0,0,0,0,0,0,1,0,0,1,0
63,7,8,4,38,3.3,1,0,0,0,0,0,0,1,0,0,1,1
60,7,2,3,31,2,0,0,1,0,0,1,0,0,0,0,1,1
62,5,5,4,35,3.4,0,0,0,0,0,0,0,0,1,0,1,1
62,5,4,4,38,3.6,1,0,0,0,1,0,0,0,1,0,1,1
58,6,6,4,47,3.7,0,0,0,0,0,0,0,0,1,0,1,1
59,3,7,3,33,2.3,1,0,0,0,0,0,1,0,0,0,1,1
59,7,5,2,38,3.7,0,0,0,0,0,0,0,0,1,0,1,1
62,3,3,2,39.5,3.4,0,1,0,0,0,0,0,0,1,0,1,1
59,2,2,3,40,3,0,0,0,1,0,0,0,0,1,0,1,1
63,8,7,4,45,3.6,0,0,0,0,0,0,0,0,0,1,1,1
61,9,9,5,43,3.7,0,0,0,0,0,0,0,0,1,0,1,1
61,5,4,4,32,3.1,0,0,0,0,0,0,1,0,0,0,1,0
49,3,4,3,34,3.5,1,0,0,0,0,1,0,0,0,0,1,1
62,1,1,2,38,3.3,1,0,1,0,0,1,0,0,0,0,1,1
61,10,10,5,45,3.6,0,0,0,0,0,0,0,0,0,1,1,1
62,5,5,4,38,3.8,1,0,0,0,0,0,0,1,0,0,1,1
62,8,6,4,42,3.4,1,0,0,0,0,1,0,0,0,0,1,1
56,8,9,2,36,3.7,0,0,0,0,0,0,0,1,0,0,1,1
62,7,7,4,32,3.7,1,0,0,0,0,0,0,1,0,0,1,1
60,8,8,4,48,3.3,0,0,0,0,0,0,0,0,0,1,1,1
56,5,3,3,33,3.2,1,0,0,0,0,0,0,0,1,0,0,0
68,2,1,3,35,2.6,1,0,1,0,0,1,0,0,0,0,1,1
67,4,3,3,31,3.1,0,0,0,0,0,0,1,0,0,0,1,1
59,10,10,5,47,2.8,1,0,0,0,0,0,0,0,1,0,1,1
60,8,7,5,42,2.9,0,0,0,0,0,0,0,1,0,0,1,1
65,1,1,4,22.5,3,1,0,1,0,0,0,0,1,0,0,1,0
62,2,2,4,36,3.2,0,0,0,1,0,0,0,0,1,0,1,1
62,3,3,4,38,3.4,0,0,0,0,0,0,0,1,0,0,1,1
62,3,4,3,29,3.5,0,0,0,0,0,0,0,1,0,0,1,1
62,4,5,3,40,3,0,0,0,0,0,1,0,0,0,0,1,1
42,10,10,4,39,3.4,1,0,0,0,0,0,0,1,0,0,0,1
59,5,1,5,35,2.9,0,0,0,0,0,0,0,1,0,0,1,1
59,4,3,3,34,2.8,0,0,0,1,0,1,0,0,0,0,1,0
61,7,7,3,36,3.4,0,0,0,0,0,0,0,1,0,0,1,1
60,7,7,3,31,3.3,0,0,0,0,0,0,0,1,0,0,1,1
50,6,7,2,43,2.9,1,0,0,0,0,1,0,0,0,0,1,1
67,6,5,3,35,3.5,1,0,0,0,0,0,0,1,0,0,1,1
61,7,8,4,33.5,3.3,0,0,0,0,0,0,0,1,0,0,1,1
56,5,6,4,36,3.2,0,0,0,0,0,1,0,0,0,0,1,1
62,6,7,4,35,3.2,0,0,0,0,0,0,0,1,0,0,1,1
61,9,7,4,31,2.9,0,0,0,0,0,1,0,0,0,0,1,1
61,3,2,3,46,3.6,1,0,0,0,0,0,0,0,0,1,1,1
57,6,7,2,32,2.9,0,0,0,0,0,0,0,1,0,0,0,0
63,10,10,4,37,3.8,1,0,0,0,0,0,0,1,0,0,1,1
60,10,10,4,35,3.5,0,0,0,0,0,1,0,0,0,0,1,1
62,7,9,2,41,3.9,1,0,0,0,0,1,0,0,0,0,1,1
61,5,4,4,35,2.8,0,0,0,0,0,0,1,0,0,0,1,1
62,10,10,3,39,3.1,0,0,0,0,0,0,0,1,0,0,1,1
58,5,5,2,39,3.2,0,0,0,0,0,0,0,0,0,1,1,1
53,3,2,4,39,3,0,0,0,0,0,0,0,1,0,0,1,1
54,4,4,4,33,3,1,0,1,0,0,0,0,1,0,0,1,0
64,6,8,3,34.5,3.2,1,0,0,0,0,0,0,1,0,0,1,1
59,3,5,4,42,3.1,0,0,0,0,0,0,0,0,1,0,1,1
51,4,4,3,30,3.1,1,0,0,1,0,0,0,1,0,0,1,0
62,6,3,4,36,2.8,0,0,0,0,0,0,0,1,0,0,1,1
57,8,9,4,37,3.1,1,0,0,0,0,0,0,1,0,0,1,1
62,3,3,4,38,3.8,0,0,0,0,0,0,0,0,1,0,1,1
59,7,6,3,32.5,2.9,0,0,0,0,1,0,0,0,1,0,1,1
60,1,1,2,29,3,0,0,0,1,0,0,0,1,0,0,1,1
61,2,3,3,31,3,1,0,0,0,1,1,0,0,0,0,1,1
46,6,9,3,39,3.4,1,0,0,0,0,0,0,0,0,1,1,1
59,6,5,4,37,2.2,0,0,0,0,0,0,0,1,0,0,1,1
62,8,5,5,35,3.4,0,0,0,0,0,0,0,0,1,0,1,1
62,8,10,4,47,3.9,0,0,0,0,0,0,0,0,0,1,1,1
50,4,6,3,39,3.8,1,0,0,0,0,0,0,0,1,0,1,1
35,4,5,4,38,3.4,1,0,0,0,0,0,0,1,0,0,1,1
54,10,7,4,42,3.5,0,0,0,0,0,1,0,0,0,0,0,1
61,8,6,4,39,3.4,0,0,0,0,0,1,0,0,0,0,1,1
56,9,10,4,36,2.9,0,0,0,0,0,0,0,0,1,0,1,1
62,6,5,1,38,3.9,0,0,0,0,0,0,0,1,0,0,1,1
60,2,2,3,30,3.3,1,1,0,0,0,0,0,0,1,0,1,0
62,7,7,3,43,3.7,1,0,0,0,0,0,0,0,0,1,1,1
61,10,10,3,46,2.7,0,0,0,0,0,1,0,0,0,0,1,1
62,9,10,4,47,3.7,0,0,0,0,0,0,0,0,0,1,1,1
66,6,6,5,34,3.1,0,0,0,0,0,0,0,1,0,0,1,1
61,5,7,4,34,3.2,0,0,0,0,0,1,0,0,0,0,1,1
58,4,3,4,42,3.8,1,0,0,0,0,0,0,0,0,1,1,1
62,6,5,4,37,3.7,1,0,0,0,0,0,0,1,0,0,1,1
61,8,8,3,45,2.2,0,0,0,0,0,1,0,0,0,0,1,1
60,2,3,3,42,3.2,0,0,0,0,0,1,0,0,0,0,1,0
45,2,2,3,31,2.7,0,0,1,0,0,0,0,0,1,0,1,1
50,2,3,4,43,3.6,0,0,0,0,0,1,0,0,0,0,1,0
62,1,3,3,41,3.7,1,0,0,0,0,0,0,0,1,0,1,1
60,10,10,1,32,3.4,1,0,0,0,0,0,1,0,0,0,1,1
61,4,4,3,30.5,3.7,1,0,0,0,0,0,0,1,0,0,1,1
17,4,5,3,44,3.5,0,0,0,0,0,0,0,0,0,1,1,1
45,10,10,3,42,3.9,0,0,0,0,0,1,0,0,0,0,0,1
50,6,5,1,42,3.3,1,0,0,0,0,1,0,0,0,0,1,1
56,6,5,3,48,3.3,1,0,0,0,0,0,0,0,0,1,1,1
61,1,1,4,31,2.9,0,0,1,0,0,0,0,0,0,0,1,0
58,7,8,5,32,3,1,0,0,0,0,0,0,1,0,0,1,1
59,5,5,5,37,3.3,1,0,0,0,0,0,0,1,0,0,1,1
62,9,8,3,35.5,3.2,0,0,0,0,0,0,0,1,0,0,1,1
67,2,1,3,25,3.3,1,0,1,0,0,0,1,0,0,0,1,1
62,4,3,3,38,3.7,1,0,0,0,0,1,0,0,0,0,1,1
61,10,10,4,47,3.3,0,0,0,0,0,1,0,0,0,0,1,1
63,8,10,4,46,4,1,0,0,0,0,0,0,0,0,1,1,1
59,9,10,2,41,3.9,0,0,0,0,0,1,0,0,0,0,1,1
64,9,9,2,39,2.9,1,0,0,0,0,0,0,0,1,0,1,1
61,1,2,3,41,3.2,0,0,0,0,0,0,0,1,0,0,1,1
54,9,9,4,46,2.9,1,0,0,0,0,0,0,0,1,0,0,1
60,3,4,4,43,3.2,0,0,0,0,0,0,0,0,1,0,1,0
59,7,8,5,31,3.2,0,0,0,0,0,0,1,0,0,0,1,0
59,10,9,4,36,3.1,1,0,0,0,0,1,0,0,0,0,0,1
52,4,9,4,47,3,0,0,0,0,0,1,0,0,0,0,0,1
44,3,4,3,40,2.9,0,0,0,0,0,0,0,1,0,0,0,1
61,9,8,4,41,3.9,1,0,0,0,0,1,0,0,0,0,1,1
67,4,3,4,35,3.6,1,0,0,0,0,1,0,0,0,0,1,1
66,8,6,4,39,3.1,1,0,0,0,0,1,0,0,0,0,1,1
55,10,10,4,38,3.6,1,0,0,0,0,1,0,0,0,0,1,1
62,2,6,4,38,3,1,0,0,0,0,0,0,1,0,0,1,1
47,10,10,4,43,3.3,0,0,0,0,0,1,0,0,0,0,1,1
59,7,8,4,34,2.8,0,0,0,0,0,0,1,0,0,0,1,1
62,7,8,4,44,3.2,0,0,0,0,0,0,0,0,1,0,1,1
45,10,10,3,43,4,1,0,0,0,0,1,0,0,0,0,1,1
62,6,4,4,36,2.7,1,0,0,0,0,0,0,1,0,0,1,1
60,2,3,4,39,3.6,1,1,0,0,0,0,0,0,0,1,1,0
55,2,1,3,30,2.8,0,0,1,0,0,0,0,1,0,0,1,0
62,4,5,4,44,3.1,0,0,0,0,0,1,0,0,0,0,1,1
60,3,2,4,38,2.8,1,0,0,0,0,0,0,1,0,0,1,1
62,3,2,3,36,3.9,1,0,0,0,0,1,0,0,0,0,1,0
59,9,10,3,46,2.7,0,0,0,1,0,1,0,0,0,0,1,1
67,4,4,3,41,2.7,1,0,0,0,0,0,0,1,0,0,1,1
61,2,3,4,38,2.6,0,0,0,0,0,0,0,1,0,0,1,1
62,4,3,4,31,3.3,1,0,0,0,0,0,0,1,0,0,1,1
58,10,10,4,38,3,1,0,0,0,0,1,0,0,0,0,1,1
59,6,5,5,40,2.8,1,0,0,0,0,1,0,0,0,0,1,1
61,6,5,4,36,3.1,1,0,0,0,0,0,0,1,0,0,1,1
59,2,1,4,28,2.7,0,0,0,1,0,0,0,0,1,0,1,1
62,3,5,3,42,2.7,0,0,0,1,0,0,0,1,0,0,1,1
56,6,9,4,35,3,1,0,0,0,0,0,0,0,0,0,1,0
62,8,8,4,41,3.4,0,0,0,0,0,0,0,0,1,0,1,1
58,3,3,4,28,2.7,0,0,0,0,0,0,1,0,0,0,1,1
62,8,7,5,34,2.7,0,0,0,0,0,0,0,1,0,0,1,1
62,6,9,3,40,3.6,1,0,0,0,0,0,0,0,0,1,1,1
62,7,6,4,38,3.9,1,0,0,0,0,1,0,0,0,0,1,1
55,3,2,4,31,3.3,0,0,0,0,0,0,1,0,0,0,1,0
61,6,4,4,36.7,3.5,1,0,0,0,0,0,0,0,1,0,1,0
62,7,5,3,31.5,3.9,0,0,0,0,0,0,0,0,1,0,1,1
62,4,5,4,43,3.1,1,0,0,0,0,1,0,0,0,0,1,1
62,8,9,3,41,2.7,1,0,0,0,0,0,0,1,0,0,0,1
62,3,3,3,40,3.4,0,0,0,0,0,0,0,0,1,0,1,1
55,7,7,4,38,3.1,0,0,0,0,0,0,0,1,0,0,0,1
65,9,7,4,45,3.8,1,0,0,0,0,1,0,0,0,0,1,1
60,3,4,4,39,3.2,0,0,0,0,0,0,0,0,1,0,1,1
62,10,10,4,32,3.1,1,0,0,0,0,0,0,1,0,0,1,1
59,3,1,4,33,2.1,0,0,0,0,0,0,0,1,0,0,1,1
61,5,4,3,33.5,3.3,0,0,0,0,0,1,0,0,0,0,1,1
61,9,10,3,35,3.8,1,0,0,0,0,1,0,0,0,0,1,1
62,6,5,3,39,3.9,1,0,0,0,0,0,0,0,0,1,1,0
52,10,10,3,35,3,0,0,0,0,0,1,0,0,0,0,0,1
59,1,2,2,27,2.4,0,0,1,0,0,0,0,1,0,0,1,0
59,8,6,3,42,3.1,1,0,0,0,0,0,0,0,1,0,1,1
53,3,1,4,37,3.2,1,0,0,0,0,1,0,0,0,0,1,0
61,5,5,2,38,3.8,1,0,0,0,0,0,0,1,0,0,1,1
67,1,1,4,40,3.1,0,0,0,0,0,1,0,0,0,0,1,1
62,9,8,1,45,3.7,0,1,0,0,0,0,0,0,1,0,1,1
59,2,2,4,29,3.2,0,0,0,0,0,0,1,0,0,0,1,0
55,6,7,3,34,3.4,0,0,0,0,0,0,0,0,0,0,1,1
61,4,2,5,37,2.6,0,0,0,0,1,0,0,1,0,0,1,1
61,5,7,4,44,3.2,1,0,0,0,0,0,0,0,1,0,1,1
52,6,7,4,43,3.5,0,0,0,0,0,0,0,0,1,0,1,1
62,5,4,3,41,3.7,1,0,0,0,0,0,0,0,0,1,1,1
58,6,6,3,33,3.3,0,0,0,0,0,0,0,1,0,0,1,1
61,3,2,3,34,3.3,1,0,0,1,0,1,0,0,0,0,1,1
63,6,3,4,40,3.7,0,0,0,0,0,1,0,0,0,0,1,1
62,5,4,4,33,3.5,0,0,0,0,0,0,1,0,0,0,1,1
49,7,6,3,34.5,2.6,1,0,0,0,0,0,0,1,0,0,0,1
62,8,7,4,45,3.6,0,0,0,0,0,1,0,0,0,0,1,1
58,9,9,3,40,2.9,0,0,0,0,0,1,0,0,0,0,1,1
59,5,7,3,38,3.9,0,0,0,0,0,1,0,0,0,0,1,1
63,3,5,4,37,3.6,0,0,0,0,0,0,0,1,0,0,1,1
62,6,8,3,32,3.8,1,0,0,0,0,0,0,1,0,0,1,1
61,1,1,4,29.5,3,0,0,0,0,0,0,1,0,0,0,1,1
62,3,2,4,36,3.7,0,0,0,0,0,1,0,0,0,0,1,1
60,8,7,4,34,3.3,1,0,0,0,0,0,0,1,0,0,1,1
62,8,7,4,36,3.2,0,0,0,0,0,0,0,0,0,1,1,1
52,2,3,3,45,3.5,1,0,0,0,0,0,0,0,0,1,1,1
59,8,8,4,40,3.4,0,0,0,0,0,0,0,1,0,0,1,1
62,7,6,3,33.5,3.5,1,0,0,0,0,0,0,0,1,0,1,1
54,8,7,3,33,3.7,0,0,0,0,0,0,0,1,0,0,1,1
60,7,9,1,28.3,3.1,0,0,0,0,0,0,1,0,0,0,1,1
45,1,1,2,29,3.6,1,0,1,0,0,1,0,0,0,0,1,1
61,9,6,5,38,3,0,0,0,0,0,0,0,1,0,0,1,1
61,4,5,3,39,3.4,1,0,0,1,0,0,0,0,0,1,1,1
61,8,8,2,36,3.2,1,0,0,0,0,0,0,1,0,0,1,1
67,2,2,1,42,3,0,0,0,0,0,0,0,1,0,0,1,1
65,1,1,3,33,2.7,0,0,0,1,0,1,0,0,0,0,1,0
61,9,9,4,41,3.7,1,0,0,0,0,1,0,0,0,0,1,1
60,3,2,4,30,2.7,0,1,0,0,0,1,0,0,0,0,1,1
63,4,4,5,42,3.7,1,0,0,0,0,0,0,0,1,0,1,1
60,7,7,5,47,3.2,1,0,0,0,0,1,0,0,0,0,1,1
46,6,6,4,40,2.7,1,0,0,0,0,0,0,0,1,0,1,1
62,9,7,3,40,3.5,1,0,0,0,0,1,0,0,0,0,1,1
61,2,2,4,36,2.9,1,0,0,1,0,0,0,0,0,0,1,1
60,3,6,4,46,3.7,1,0,0,0,0,0,0,0,0,1,1,1
62,10,5,3,37,3.7,0,0,0,0,0,0,0,0,0,1,1,1
61,9,8,3,48,4,0,0,0,0,0,0,0,0,0,1,1,1
49,6,7,2,38,3.1,1,0,0,0,0,1,0,0,0,0,1,0
59,5,2,4,33,2.6,0,0,0,0,0,0,0,1,0,0,1,0
62,6,5,3,35,3.4,1,0,0,0,0,0,0,1,0,0,1,1
62,10,9,3,36,3.6,1,0,0,0,0,0,0,1,0,0,1,1
61,10,10,5,38,3.3,1,0,0,0,0,0,0,0,0,1,1,1
57,4,5,3,38,2.9,1,0,0,0,0,0,0,1,0,0,1,1
66,10,10,3,48,3.1,1,0,0,0,0,0,0,1,0,0,1,1
61,4,3,5,24,3.2,1,0,0,0,0,0,0,1,0,0,1,0
52,10,10,3,45,3.4,1,0,0,0,0,1,0,0,0,0,1,1
62,6,7,3,40,2.6,1,0,0,0,0,0,0,1,0,0,1,1
56,2,2,4,43,3.3,0,0,0,0,0,0,0,0,1,0,1,0
50,7,8,3,42,3.5,0,0,0,0,0,1,0,0,0,0,1,1
63,7,7,5,33,2.8,0,0,0,0,0,0,0,0,0,0,1,0
62,4,6,4,30,3.1,0,0,0,0,0,0,0,1,0,0,1,1
62,5,6,3,40,3.7,0,0,0,0,0,0,0,1,0,0,1,1
60,2,4,3,38,2.3,0,0,0,0,0,0,0,1,0,0,1,1
55,10,10,5,36.5,3.1,1,0,0,0,0,0,0,0,1,0,1,1
61,10,8,4,39,3.2,0,0,0,0,0,1,0,0,0,0,1,1
50,8,7,3,36,3.3,1,0,0,0,0,0,0,1,0,0,0,1
62,10,10,4,40,2.9,0,0,0,0,0,0,0,0,1,0,0,1
63,5,6,4,37,3.6,1,0,0,0,1,0,0,0,0,1,1,1
62,4,3,3,41,2.9,0,0,0,0,0,1,0,0,0,0,1,0
62,4,5,3,34,2.9,1,0,0,0,0,0,0,1,0,0,1,1
60,2,1,3,36,2.4,0,0,0,1,0,1,0,0,0,0,1,1
62,6,7,4,44,3.7,0,0,0,0,0,0,0,0,0,1,1,1
61,3,3,4,40,3.5,1,0,0,0,0,0,0,0,1,0,1,1
62,4,3,3,34,3.5,1,1,0,0,0,1,0,0,0,0,1,1
58,3,2,4,41,2.4,1,0,0,0,0,0,0,1,0,0,1,1
61,4,3,4,37,2.5,0,0,0,0,0,0,0,1,0,0,1,0
62,4,4,1,38,3.3,0,0,0,1,0,0,0,1,0,0,1,0
58,8,7,5,36,3.2,0,0,0,0,0,0,0,0,1,0,1,1
56,8,7,3,48,3.5,0,0,0,0,0,1,0,0,0,0,1,1
56,6,5,2,38,2.6,1,0,0,0,0,0,0,1,0,0,1,1
63,9,8,4,39,2.4,0,0,0,0,0,0,0,1,0,0,1,1
61,1,1,5,34.5,3.1,0,0,0,0,0,0,0,1,0,0,1,0
54,10,10,3,43,4,1,0,0,0,0,0,0,1,0,0,1,1
62,8,6,4,46,3.6,0,0,0,0,0,0,0,0,1,0,1,1
62,5,1,4,35,3.4,0,0,0,1,0,0,0,1,0,0,1,1
62,4,4,3,37,3.2,0,0,0,0,0,0,0,1,0,0,1,1
61,8,8,4,41,3.6,1,1,0,0,0,0,0,0,1,0,1,1
62,6,6,4,35,3.8,1,0,0,0,0,0,0,1,0,0,1,1
61,6,4,4,42,3.8,0,1,0,0,0,0,0,0,0,1,1,1
63,7,8,4,37,2.8,1,0,0,0,0,0,0,1,0,0,1,1
59,3,1,4,26,3.2,0,0,0,0,1,0,0,1,0,0,1,0
66,9,10,4,37,3.9,0,0,0,0,0,0,1,0,0,0,1,1
62,8,8,2,37,2.5,0,0,0,0,0,1,0,0,0,0,1,1
61,8,9,3,31,3.5,0,0,0,0,1,0,0,1,0,0,1,1
61,6,5,3,33,3.3,0,0,0,0,0,0,1,0,0,0,1,1
58,1,2,4,40,3.2,1,0,0,0,0,1,0,0,0,0,1,1
62,7,7,4,48,3.4,1,0,0,0,0,0,0,0,1,0,1,1
61,6,7,5,45,3.6,0,0,0,0,0,0,0,0,1,0,1,1
60,5,3,3,36,3.3,0,1,0,0,0,0,0,0,0,1,1,1
60,1,1,4,25.5,2.2,1,0,1,0,0,0,0,1,0,0,1,0
62,7,8,3,29.5,3.5,1,0,0,0,0,0,0,1,0,0,1,1
58,8,7,4,46,4,0,0,0,0,0,0,0,0,1,0,1,1
62,2,3,5,26,3.4,0,0,0,0,1,1,0,0,0,0,1,0
56,10,10,4,39,3.7,1,0,0,0,0,1,0,0,0,0,1,1
48,10,10,3,43,3.4,1,0,0,0,0,1,0,0,0,0,1,1
65,2,3,3,40,3.5,1,0,0,0,0,1,0,0,0,0,1,1
58,8,7,4,38,3.6,0,0,0,0,0,0,0,1,0,0,1,1
61,9,9,4,34,3.5,0,0,0,0,0,0,0,0,1,0,1,1
62,1,1,2,40,2.8,1,0,0,1,0,0,0,0,0,1,1,1
53,1,1,4,34,3,0,0,0,0,0,0,0,1,0,0,1,0
61,8,5,4,35,3,0,1,0,0,0,0,0,0,1,0,1,1
67,8,9,2,26,3.7,1,0,0,0,0,0,1,0,0,0,1,1
60,7,5,4,28,3.2,1,0,0,0,0,0,0,1,0,0,1,0
57,5,1,2,38,3,0,0,0,0,0,1,0,0,0,0,1,1
61,7,6,5,37,3.4,0,0,0,0,0,1,0,0,0,0,1,1
62,5,7,4,36,3.9,0,1,0,0,0,0,0,0,1,0,1,1
52,2,2,1,38,3.9,0,0,1,0,0,0,0,0,0,1,1,1
60,4,3,4,33,3,0,0,0,0,0,0,1,0,0,0,1,1
68,9,9,4,46,3.1,1,0,0,0,0,0,0,0,0,1,1,1
59,10,10,4,47,3,1,0,0,0,0,0,0,1,0,0,1,1
60,9,10,4,42,3,0,0,0,0,0,0,0,1,0,0,1,1
60,10,10,3,35,2.8,0,0,0,0,0,0,0,1,0,0,1,1
62,8,7,1,31,3.5,1,0,1,0,0,0,0,1,0,0,1,1
58,9,9,2,39,3.2,1,0,1,0,0,0,0,0,0,0,1,1
62,9,9,4,38,3.2,0,0,0,0,0,1,0,0,0,0,1,1
61,5,5,4,36,2.9,0,0,0,0,0,0,1,0,0,0,1,1
60,7,7,3,33,3.5,1,0,0,0,0,0,0,1,0,0,1,1
58,3,4,3,36,3.4,1,0,0,0,0,0,0,0,1,0,1,1
61,7,8,4,44,3.1,0,0,0,0,0,1,0,0,0,0,1,1
67,2,2,4,35,2.7,1,0,0,0,0,0,0,1,0,0,1,1
54,4,5,2,39,3.4,1,0,0,0,0,1,0,0,0,0,1,1
49,3,4,3,29,2.9,1,0,0,0,0,0,1,0,0,0,1,0
54,1,8,4,26.5,2.9,1,0,0,0,0,0,0,1,0,0,1,1
60,7,7,1,34,2.6,0,0,0,0,0,0,0,1,0,0,1,1
55,7,4,4,40,2.7,1,0,0,0,0,1,0,0,0,0,0,1
57,5,3,4,46,3.5,1,0,0,0,0,0,0,0,0,1,1,1
56,8,7,4,34,3.6,1,0,0,0,0,0,1,0,0,0,1,1
60,2,2,3,29,3.1,1,0,0,0,0,0,1,0,0,0,1,1
61,6,8,4,40,3.7,1,0,0,0,0,0,0,0,0,1,1,1
61,5,5,4,31,3.1,0,0,0,0,0,0,1,0,0,0,1,1
67,2,1,4,36,3,0,0,0,0,0,1,0,0,0,0,1,0
60,6,8,3,39,3.2,1,0,0,0,0,1,0,0,0,0,1,1
60,3,4,3,35,3.7,1,0,0,0,0,0,0,0,1,0,1,1
58,1,1,2,26,2.9,0,0,1,0,0,0,0,0,1,0,1,0
60,3,4,4,33,2.5,0,0,0,0,0,0,1,0,0,0,1,0
61,8,3,4,45,3.1,0,0,0,0,0,1,0,0,0,0,0,1
62,9,9,4,35,3,1,0,0,0,0,0,0,1,0,0,1,1
56,6,4,2,37,2.6,1,0,0,0,0,0,0,1,0,0,1,1
55,7,5,1,26,2.7,0,0,0,1,0,0,0,0,0,0,1,1
53,3,1,4,37,2.2,1,0,0,0,0,0,0,1,0,0,1,1
67,3,3,3,32,3.3,1,0,0,0,0,0,0,1,0,0,1,1
53,9,10,4,32,3,1,0,0,0,0,0,0,1,0,0,1,1
62,5,4,2,32,3.7,1,0,0,0,1,0,0,0,0,0,1,1
61,6,7,3,36,3.1,0,0,0,0,0,0,0,0,1,0,1,1
63,3,1,4,34,2.7,1,0,0,0,0,0,1,0,0,0,1,0
62,2,1,4,31,2.6,1,0,1,0,0,1,0,0,0,0,1,1
62,3,1,4,42,2.8,0,1,0,0,0,0,0,0,1,0,1,0
62,8,5,4,40,2.7,0,0,0,0,0,0,0,1,0,0,1,1
61,5,6,5,39,3,1,0,0,0,0,0,0,1,0,0,1,1
51,8,4,2,41,2.7,1,0,0,0,0,0,0,0,1,0,0,0
61,10,9,2,41,3.3,1,1,0,0,0,1,0,0,0,0,1,1
63,3,3,5,45,3.9,1,0,0,0,0,0,0,0,0,1,1,1
61,10,10,3,42,4,0,0,0,0,0,0,0,0,1,0,1,1
59,4,6,4,33,3,1,0,0,0,0,0,0,1,0,0,1,1
59,2,1,3,37.5,3,0,0,0,0,0,0,0,0,1,0,0,0
65,8,7,4,32.5,3,0,0,0,0,0,0,1,0,0,0,1,1
62,4,4,3,37,3.5,0,0,0,0,0,0,1,0,0,0,1,1
66,10,6,4,33.5,3,0,0,0,0,0,0,0,1,0,0,1,1
61,2,5,2,30,3.2,0,0,0,0,0,0,1,0,0,0,1,1
62,10,10,3,41,3.7,1,0,0,0,0,0,0,1,0,0,1,1
62,9,10,4,40,3.5,1,0,1,0,0,0,0,1,0,0,1,1
60,5,5,4,41,3,0,0,0,0,0,1,0,0,0,0,1,1
57,9,10,2,44,3.7,0,0,0,0,0,0,0,0,1,0,1,1
